Wall time,Step,Value
1592836708.054441,684,0.19324487447738647
1592836708.2474627,1548,0.19958089292049408
1592836708.2724447,1656,0.19893653690814972
1592836708.5004423,2592,0.20395474135875702
1592836708.6794586,3420,0.20758256316184998
1592836709.2063534,5724,0.2599218487739563
1592836709.2883513,6048,0.2674338221549988
1592836709.782351,8280,0.27674925327301025
1592836709.8203537,8460,0.2735142409801483
1592836709.9823537,9216,0.2796132266521454
1592836710.1253557,9864,0.2682608366012573
1592836715.2718678,11124,0.26447421312332153
1592836715.5988648,11196,0.2631540894508362
1592836716.795864,11484,0.2630601227283478
1592836735.899384,15192,0.34490615129470825
1592836743.956909,16596,0.34060534834861755
1592836746.9389064,17100,0.3563591241836548
1592836760.2147143,19332,0.38973596692085266
1592836765.9017127,20304,0.40353691577911377
1592836769.1858463,20880,0.39713284373283386
1592836770.5618472,21132,0.39784130454063416
1592836780.4200602,22860,0.40806740522384644
1592836783.0490587,23328,0.41872379183769226
1592836785.8690565,23832,0.4136933386325836
1592836787.8780673,24192,0.41258636116981506
1592836796.734054,25740,0.4354870617389679
1592836798.387054,26028,0.43818143010139465
1592836807.9206984,27576,0.45783084630966187
1592836809.3317585,27792,0.46039074659347534
1592836812.785792,28296,0.4649461507797241
1592836813.2137902,28368,0.4667387902736664
1592836816.46079,28908,0.4642599821090698
1592836817.7447898,29124,0.460112988948822
1592836823.835329,30132,0.45955705642700195
1592836849.3270776,34056,0.491148442029953
1592836855.132076,34992,0.4784499704837799
1592836855.3620765,35028,0.47987231612205505
1592836856.705076,35244,0.4787556529045105
1592836863.4235377,36216,0.4764857888221741
1592836865.5659664,36540,0.4700556695461273
1592836876.6260538,38304,0.46525102853775024
1592836877.3030505,38412,0.46557551622390747
1592836883.4700484,39384,0.4917565882205963
1592836885.9600482,39780,0.4883038103580475
1592836899.3686643,41832,0.4981386959552765
1592836903.7967267,42516,0.5025426149368286
1592836923.2304645,45432,0.5177570581436157
1592836936.5324593,47412,0.5201578140258789
1592836937.3349864,47520,0.5269312858581543
1592836940.669985,48024,0.53116774559021
1592836941.6319854,48168,0.5339227914810181
1592836953.7885008,49896,0.5323379039764404
1592836956.5774999,50148,0.5229081511497498
1592836962.2345607,50940,0.5390816926956177
1592836965.205612,51372,0.5384328961372375
1592836967.6586125,51732,0.5386865735054016
1592836975.0854483,52812,0.5412469506263733
1592836977.8060265,53208,0.5338261127471924
1592836981.3640268,53712,0.5424937605857849
1592836989.471025,54864,0.5312418341636658
1592836996.7500224,55908,0.5486239790916443
1592837000.81802,56484,0.5525678992271423
1592837004.9466712,57060,0.5618242621421814
1592837005.9816692,57204,0.5590919852256775
1592837010.4611886,57816,0.5723561644554138
1592837019.7744887,59076,0.5692323446273804
1592837032.9324813,60912,0.5627464056015015
1592837037.5949972,61560,0.5682596564292908
1592837039.9215112,61884,0.5701253414154053
1592837043.7095122,62388,0.5669054985046387
1592837044.227512,62460,0.5691664814949036
1592837045.0165107,62568,0.5691173076629639
1592837056.564136,64152,0.5695911645889282
1592837068.4537723,65772,0.5595568418502808
1592837073.467469,66420,0.5563555955886841
1592837075.8887153,66744,0.5535867810249329
1592837079.381232,67212,0.5587537884712219
1592837080.1862335,67320,0.5607455968856812
1592837082.3568003,67608,0.5603330731391907
1592837093.7525456,69048,0.5851219296455383
1592837099.2637632,69660,0.594173789024353
1592837103.3467612,70128,0.6024309396743774
1592837118.938392,72072,0.603001594543457
1592837129.2067971,73332,0.6232068538665771
1592837141.264786,74808,0.6222420334815979
1592837143.6668253,75096,0.626090407371521
1592837144.8893976,75240,0.6261708736419678
1592837146.977393,75492,0.6314646005630493
1592837174.1961057,78768,0.6307556629180908
1592837177.784828,79200,0.6264476776123047
1592837181.3768277,79632,0.6328468918800354
1592837187.3768249,80352,0.6288280487060547
1592837188.8858244,80532,0.6307981610298157
1592837189.1858242,80568,0.6302851438522339
1592837195.4188218,81288,0.6327155828475952
1592837196.9328227,81468,0.635169267654419
