Wall time,Step,Value
1592836708.054441,684,0.20478402078151703
1592836708.2474627,1548,0.15076717734336853
1592836708.2724447,1656,0.043747179210186005
1592836708.5004423,2592,0.251363605260849
1592836708.6794586,3420,0.16452690958976746
1592836709.2063534,5724,0.5100984573364258
1592836709.2883513,6048,0.22703032195568085
1592836709.782351,8280,0.2644229233264923
1592836709.8203537,8460,0.19799020886421204
1592836709.9823537,9216,0.22213569283485413
1592836710.1253557,9864,0.17654602229595184
1592836715.2718678,11124,0.5813809633255005
1592836715.5988648,11196,0.1774131953716278
1592836716.795864,11484,0.3493789732456207
1592836735.899384,15192,0.32724207639694214
1592836743.956909,16596,0.4059310257434845
1592836746.9389064,17100,0.38160669803619385
1592836760.2147143,19332,0.23724502325057983
1592836765.9017127,20304,0.39529716968536377
1592836769.186847,20880,0.46860867738723755
1592836770.5618472,21132,0.27446725964546204
1592836780.4200602,22860,0.3502126932144165
1592836783.0490587,23328,0.3306995630264282
1592836785.8700564,23832,0.35346123576164246
1592836787.8780673,24192,0.45016756653785706
1592836796.734054,25740,0.5052926540374756
1592836798.387054,26028,0.35475412011146545
1592836807.9206984,27576,0.547469437122345
1592836809.3317585,27792,0.45395880937576294
1592836812.785792,28296,0.5106750130653381
1592836813.2147896,28368,0.7014797925949097
1592836816.46079,28908,0.5302475690841675
1592836817.7447898,29124,0.32945528626441956
1592836823.835329,30132,0.4971698820590973
1592836849.3270776,34056,0.5462574362754822
1592836855.132076,34992,0.5573990345001221
1592836855.3620765,35028,0.6133143901824951
1592836856.705076,35244,0.4246656596660614
1592836863.4235377,36216,0.7132960557937622
1592836865.5659664,36540,0.5083808302879333
1592836876.6260538,38304,0.3404221534729004
1592836877.3030505,38412,0.28352001309394836
1592836883.4700484,39384,0.4712374806404114
1592836885.9600482,39780,0.39393579959869385
1592836899.3686643,41832,0.46193191409111023
1592836903.7967267,42516,0.4986339211463928
1592836923.2304645,45432,0.5095595717430115
1592836936.5324593,47412,0.5304154753684998
1592836937.3349864,47520,0.5716589689254761
1592836940.669985,48024,0.44305655360221863
1592836941.6319854,48168,0.5568307042121887
1592836953.7885008,49896,0.5413362979888916
1592836956.5774999,50148,0.4087724983692169
1592836962.2355611,50940,0.6470781564712524
1592836965.205612,51372,0.5139210820198059
1592836967.6586125,51732,0.5797557830810547
1592836975.0854483,52812,0.5809163451194763
1592836977.8060265,53208,0.46840083599090576
1592836981.3640268,53712,0.5555922389030457
1592836989.471025,54864,0.4188891351222992
1592836996.75102,55908,0.5549019575119019
1592837000.81802,56484,0.6549568772315979
1592837004.9466712,57060,0.5548070073127747
1592837005.9816692,57204,0.5741347670555115
1592837010.4611886,57816,0.49275991320610046
1592837019.7744887,59076,0.45988205075263977
1592837032.9324813,60912,0.64073646068573
1592837037.5949972,61560,0.679495632648468
1592837039.9215112,61884,0.6412352323532104
1592837043.7095122,62388,0.5988847017288208
1592837044.227512,62460,0.6253926157951355
1592837045.0165107,62568,0.6513741612434387
1592837056.564136,64152,0.4310552477836609
1592837068.4537723,65772,0.5203171372413635
1592837073.467469,66420,0.5677220225334167
1592837075.8887153,66744,0.4704308807849884
1592837079.381232,67212,0.7463834285736084
1592837080.1862335,67320,0.5640853643417358
1592837082.3577986,67608,0.4636791944503784
1592837093.7535484,69048,0.5526708364486694
1592837099.2637632,69660,0.6713979244232178
1592837103.3467612,70128,0.6574668884277344
1592837118.938392,72072,0.7354841232299805
1592837129.2067971,73332,0.5491397380828857
1592837141.264786,74808,0.6681805849075317
1592837143.6668253,75096,0.6677051186561584
1592837144.8893976,75240,0.5886554718017578
1592837146.977393,75492,0.7828024625778198
1592837174.1961057,78768,0.5731338858604431
1592837177.784828,79200,0.6083444356918335
1592837181.3768277,79632,0.4830411672592163
1592837187.377824,80352,0.5729401111602783
1592837188.8858244,80532,0.5997061729431152
1592837189.1858242,80568,0.571414053440094
1592837195.4188218,81288,0.5661927461624146
1592837196.9328227,81468,0.7307056188583374
1592837210.7108042,83088,0.81256502866745
1592837214.434846,83520,0.6224744915962219
1592837225.4533079,84780,0.5619297027587891
1592837236.4963076,86040,0.5720781087875366
1592837236.8133032,86076,0.6060616970062256
1592837237.4423032,86148,0.6452676057815552
1592837251.849506,87732,0.5102532505989075
1592837257.4956782,88344,0.6828792095184326
1592837258.126678,88416,0.6348568797111511
1592837259.6966774,88596,0.6666649580001831
1592837267.5317166,89496,0.5488970279693604
1592837267.8447144,89532,0.689322829246521
1592837271.0707166,89892,0.6014024019241333
1592837271.7077148,89964,0.8061497211456299
1592837273.2947154,90144,0.5450665354728699
1592837282.8137455,91188,0.6746826171875
1592837287.6007442,91728,0.6109523773193359
1592837289.5777438,91944,0.5256180167198181
1592837333.7559476,96696,0.5998961925506592
1592837352.398593,98676,0.5344632267951965
1592837357.200647,99180,0.6392894983291626
1592837371.2272768,100440,0.7438256740570068
1592837408.6707923,104292,0.6418352127075195
1592837434.1696856,106884,0.772138774394989
1592837449.6432989,108468,0.6728847622871399
1592837459.1745062,109440,0.8795393705368042
1592837460.2515073,109548,0.6182227730751038
1592837480.9716084,111636,0.616867184638977
1592837503.4051645,113868,0.5966891646385193
1592837516.0332081,115128,0.6842829585075378
1592837528.563371,116352,0.823052704334259
1592837533.6693702,116856,0.6264094114303589
1592837534.4163706,116928,0.7055568695068359
1592837534.78637,116964,0.6731221079826355
1592837556.205362,119052,0.6122938990592957
1592837582.6999304,121608,0.9021564722061157
1592837594.6919248,122760,0.520999550819397
1592837602.8978436,123552,0.8067860007286072
1592837610.2995832,124236,0.7362277507781982
1592837622.2165778,125352,0.7997695207595825
1592837668.3281903,129708,0.7959226369857788
1592837675.3597033,130356,0.7633574604988098
1592837676.121704,130428,0.7419997453689575
1592837695.411044,132228,0.7350481152534485
1592837718.9596558,134244,0.7294855713844299
1592837725.7166548,134784,0.682159960269928
1592837746.869426,136656,0.7926034927368164
1592837755.071024,137412,0.572845458984375
1592837757.0105395,137592,0.8125393390655518
1592837757.7865374,137664,0.6698542237281799
1592837774.8064604,139212,0.6275821328163147
1592837800.2931333,141516,0.7809538841247559
1592837811.6661305,142524,0.6444066762924194
1592837823.9991844,143532,0.7213996052742004
1592837844.5231793,145296,0.5394527912139893
1592837845.9331806,145404,0.7291235327720642
1592837872.5933998,147636,0.6255504488945007
1592837877.181399,148032,0.7172309160232544
1592837911.4168077,150660,0.6114945411682129
1592837917.4933662,151164,0.7454362511634827
1592837920.016365,151380,0.6436054110527039
1592837930.585512,152280,0.7786719799041748
1592837932.72051,152460,0.6275683641433716
1592837946.2347333,153576,0.7609718441963196
1592837947.523732,153684,0.5003432631492615
1592837963.754076,155052,0.7217103242874146
1592837969.340267,155520,0.6414040327072144
1592837970.1864247,155592,0.7807350158691406
1592838005.834466,158508,0.7329052686691284
1592838020.4244993,159696,0.7576814889907837
1592838049.9144213,161820,0.6362416744232178
1592838057.818727,162432,0.7686358690261841
1592838067.5223172,163188,0.8004298210144043
1592838112.1430538,166716,0.6863972544670105
1592838128.9080515,168012,0.647600531578064
1592838130.7140512,168156,0.7813177108764648
1592838134.387051,168444,0.6908073425292969
1592838169.2994192,171108,0.7466053366661072
1592838187.1345134,172476,0.7773569822311401
1592838192.7485707,172908,0.8353800177574158
1592838193.6795702,172980,0.6858386397361755
1592838211.378039,174348,0.48674890398979187
1592838217.170073,174780,0.6750977635383606
1592838236.9650676,176292,0.6948744654655457
1592838270.3843007,178740,0.5650169253349304
1592838274.875886,179064,0.6619253158569336
1592838276.3068836,179172,0.8047509789466858
1592838313.4024303,181908,0.6632757186889648
1592838314.462429,181980,0.6616426706314087
1592838341.506101,183924,0.6445373296737671
1592838356.2062924,184968,0.8018372654914856
1592838389.8306825,187344,0.7853658199310303
1592838409.495392,188748,0.5117551684379578
1592838455.0793197,191988,0.5542678833007812
1592838463.3756452,192564,0.9188170433044434
1592838470.66299,193068,0.8226538896560669
1592838501.8333912,195264,0.680808961391449
1592838513.4831233,196056,0.8040846586227417
1592838551.6972394,198720,0.7644869685173035
1592838552.7282135,198792,0.6791719794273376
1592838569.2979481,199944,0.7314668893814087
1592838594.0134485,201312,0.7409085035324097
1592838632.7854857,203940,0.766254186630249
1592838634.9504359,204084,0.6105720400810242
1592838642.959247,204624,0.7470642328262329
1592838664.6487205,206100,0.8305303454399109
1592838666.2157047,206208,0.6401309370994568
1592838714.861888,209268,0.7820436358451843
1592838724.5973125,209880,0.6421538591384888
1592838726.3112943,209988,0.6898233890533447
1592838745.114162,211212,0.7202615141868591
1592838746.1841516,211284,0.6348455548286438
1592838749.9591148,211536,0.6807499527931213
1592838769.6685286,212832,0.7274001240730286
1592838781.3224099,213588,0.6862019896507263
1592838794.4043508,214452,0.6287971138954163
1592838800.2883844,214848,0.7136626243591309
1592838815.2112372,215820,0.6141476035118103
1592838826.175424,216540,0.5985096096992493
1592838828.9729252,216720,0.7517814040184021
1592838887.6626396,220536,0.6271708011627197
1592838893.1896036,220896,0.5827794671058655
1592838921.1329677,222696,0.714855968952179
1592838931.804413,223380,0.7792019248008728
1592838939.286879,223848,0.7176305651664734
1592838942.667373,224064,0.6948432922363281
1592838949.9553587,224532,0.742686927318573
1592838982.3137467,226584,0.7528230547904968
1592838995.4657466,227412,0.7358474731445312
1592838998.3327284,227592,0.6587151288986206
1592839011.9376369,228456,0.6300562024116516
1592839024.9602125,229248,0.638001024723053
1592839032.5611613,229716,0.7009931206703186
1592839046.8304873,230580,0.6873499155044556
1592839102.399302,234036,0.7389172315597534
1592839104.6872883,234180,0.6730408668518066
1592839116.1717255,234900,0.7479305267333984
1592839147.3649628,236844,0.6963874101638794
1592839153.234953,237204,0.7286977767944336
1592839164.068933,237888,0.6799280643463135
1592839195.1498847,239832,0.7941420078277588
1592839200.3458765,240156,0.6849507093429565
1592839217.7788498,241236,0.6833675503730774
1592839219.4928453,241344,0.6751888990402222
1592839226.3929172,241776,0.6308788657188416
1592839242.0818923,242748,0.8079371452331543
1592839244.4408891,242892,0.7984989285469055
1592839305.1825788,246636,0.7865633368492126
1592839309.8456116,246924,0.7861157059669495
1592839318.5655954,247464,0.7708100080490112
1592839382.1543849,250956,0.691058337688446
1592839397.5223591,251892,0.7171251773834229
1592839410.6048532,252684,0.825533926486969
1592839465.6808698,255996,0.6825864315032959
1592839470.4338627,256284,0.7082913517951965
1592839495.2198844,257760,0.776245653629303
1592839532.3929248,259956,0.5241183638572693
1592839551.1714547,261072,0.6947339773178101
1592839592.6780667,263376,0.7211810946464539
1592839604.2620516,264024,0.6763073205947876
1592839610.7770483,264384,0.8501113057136536
