Wall time,Step,Value
1592836708.054441,684,4512.8349609375
1592836708.2474627,1548,3991.407470703125
1592836708.2724447,1656,5122.29248046875
1592836708.5004423,2592,5142.35400390625
1592836708.6794586,3420,5142.87939453125
1592836709.2063534,5724,3988.771484375
1592836709.2883513,6048,4000.18408203125
1592836709.782351,8280,5142.87939453125
1592836709.8203537,8460,5142.35400390625
1592836709.9823537,9216,4515.26416015625
1592836710.1253557,9864,3600.260986328125
1592836715.2718678,11124,209.2939910888672
1592836715.5988648,11196,220.85519409179688
1592836716.795864,11484,251.7471923828125
1592836735.8983843,15192,171.42892456054688
1592836743.956909,16596,177.3402557373047
1592836746.9389064,17100,165.13478088378906
1592836760.2147143,19332,187.4984588623047
1592836765.9017127,20304,180.90614318847656
1592836769.1858463,20880,181.81777954101562
1592836770.5618472,21132,186.5279541015625
1592836780.4200602,22860,180.9037628173828
1592836783.0480576,23328,177.3402557373047
1592836785.8690565,23832,182.74131774902344
1592836787.8780673,24192,171.4285430908203
1592836796.734054,25740,174.7570037841797
1592836798.387054,26028,176.47079467773438
1592836807.9206984,27576,167.44155883789062
1592836809.3317585,27792,174.75619506835938
1592836812.785792,28296,169.80987548828125
1592836813.2137902,28368,169.01480102539062
1592836816.46079,28908,172.2471466064453
1592836817.7447898,29124,168.22430419921875
1592836823.835329,30132,165.8986053466797
1592836849.3270776,34056,161.43441772460938
1592836855.132076,34992,157.89479064941406
1592836855.3620765,35028,156.5225372314453
1592836856.705076,35244,160.7160186767578
1592836863.4235377,36216,149.0520477294922
1592836865.5659664,36540,158.59080505371094
1592836876.6260538,38304,161.43580627441406
1592836877.3030505,38412,157.20599365234375
1592836883.4700484,39384,158.59164428710938
1592836885.9600482,39780,158.59197998046875
1592836899.3686643,41832,153.19186401367188
1592836903.7967267,42516,155.17282104492188
1592836923.2294645,45432,150.0
1592836936.5324593,47412,144.00054931640625
1592836937.3349864,47520,150.62905883789062
1592836940.669985,48024,151.89935302734375
1592836941.6319854,48168,149.3776397705078
1592836953.7885008,49896,145.7491455078125
1592836956.5774999,50148,148.1495819091797
1592836962.2345607,50940,142.85641479492188
1592836965.205612,51372,143.99986267089844
1592836967.6586125,51732,146.3428497314453
1592836975.0854483,52812,148.75953674316406
1592836977.8060265,53208,145.16246032714844
1592836981.3640268,53712,116.88262939453125
1592836989.471025,54864,146.34043884277344
1592836996.7500224,55908,141.17547607421875
1592837000.81702,56484,143.4260711669922
1592837004.9466712,57060,138.99649047851562
1592837005.9816692,57204,139.5358428955078
1592837010.4611886,57816,135.0733184814453
1592837019.7744887,59076,141.73257446289062
1592837032.9324813,60912,141.177734375
1592837037.5949972,61560,141.1761474609375
1592837039.9215112,61884,140.0777130126953
1592837043.7095122,62388,140.62432861328125
1592837044.227512,62460,141.17547607421875
1592837045.0165107,62568,135.3382110595703
1592837056.564136,64152,134.32757568359375
1592837068.4537723,65772,134.3286590576172
1592837073.467469,66420,129.49623107910156
1592837075.8887153,66744,133.82968139648438
1592837079.381232,67212,132.35348510742188
1592837080.1862335,67320,133.8287353515625
1592837082.3568003,67608,132.84043884277344
1592837093.7525456,69048,121.21282958984375
1592837099.2637632,69660,122.03396606445312
1592837103.3467612,70128,124.13794708251953
1592837118.938392,72072,124.56807708740234
1592837129.2067971,73332,124.56766510009766
1592837141.264786,74808,122.44882202148438
